96405	1
111262	2
13918	4
503	8
2093	0
78219	1
116707	1
75844	2
47737	6
93953	1
113376	0
61059	30
89251	1
66295	0
12827	32
21805	18
103448	0
49360	1
80519	4
3945	66
3498	10
6879	19
69890	1
73185	10
59768	0
70705	1
87213	3
3752	1
27997	1
89958	0
12635	2
65787	3
103649	1
2111	1
28700	0
4697	7
3579	2
4509	9
60351	3
45027	2
18163	12
84225	1
51672	40
16574	9
19349	0
1807	0
111281	1
29471	2
12266	14
2708	2
106554	1
1949	68
73507	2
12602	8
8056	0
89929	1
98670	4
21064	8
99393	4
73551	1
28852	1
89950	1
29279	0
3815	0
68090	1
88934	1
55914	13
36661	4
3279	5
61560	1
1592	4
63713	0
28518	1
123621	4
35597	0
29287	16
124168	1
1521	1
53526	7
6406	1
6913	3
65865	2
105373	0
66217	0
4972	1
103197	1
69412	1
64209	3
16762	76
91215	1
28883	1
54791	12
3040	12
123300	1
9039	1
64237	4
958	1
7335	2
2825	1
14553	21
20123	1
22825	1
92654	0
25380	4
15393	4
98392	1
76736	5
90634	1
106306	1
2224	274
5653	1
7108	0
42455	19
50560	5
123046	0
93992	1
69551	1
41752	6
28621	2
78536	1
24126	5
75935	1
6886	2
6166	2
97064	0
68606	1
18759	0
71028	1
4178	10
40590	1
19062	17
74834	3
24038	1
3460	37
6691	0
90671	1
1345	325
71844	12
11867	71
6780	1
16155	0
112841	2
1705	81
5678	5
28152	6
482	1
64068	1
128505	1
106219	3
75603	1
125212	3
4830	39
66997	2
15037	4
26521	1
1764	1
113339	1
105569	13
15124	1
6050	1
9702	11
30024	5
76678	0
3247	165
29413	1
7109	28
23248	3
5235	1
39406	1
121552	0
105402	0
104898	2
95741	1
596	8
15751	4
114570	2
4090	1
123279	1
4708	3
4473	1
63919	1
88638	1
49368	1
73710	1
93503	0
28789	4
4740	68
41773	6
108128	2
19916	1
46090	1
36438	2
118562	1
42874	7
3748	98
94875	0
61063	2
76555	1
101581	1
101779	0
6439	1
64578	8
49234	1
87275	1
117548	1
90852	1
6722	2
101023	0
5500	5
112459	1
27705	2
66173	0
45705	1
27977	1
21773	0
453	388
96252	1
74971	3
96869	1
53351	14
79471	1
23360	2
40096	25
48272	1
46588	2
63036	1
3317	16
120322	5
33122	1
35799	0
107142	1
6044	3
51977	0
86044	3
7039	1
17376	198
3861	66
97630	7
2684	33
75186	0
121411	1
72303	4
36967	4
111359	7
2516	1
34297	35
24933	0
98189	4
52516	5
108100	12
44879	0
60794	0
120906	0
74251	3
17846	0
111805	1
30779	0
102662	0
72272	14
32088	0
51476	1
4664	1
10390	87
36768	7
42793	0
49001	2
7085	72
110237	1
6998	1
300	1
36743	1
815	7
9408	1
12455	1
115398	0
107596	1
96577	1
17891	0
100728	2
48773	0
78882	1
96178	1
70279	1
3109	95
22502	9
110901	0
63676	90
123665	0
73514	1
92598	0
58314	2
11069	6
78149	1
9639	4
129525	1
1635	0
33022	1
75612	2
28037	3
78035	1
130	15
4466	7
39434	2
20193	70
9936	2
95448	1
11168	48
87065	1
6482	67
4396	1
64564	1
65536	3
111368	2
47	0
115168	1
3904	99
34538	1
81930	0
92877	0
11248	2
26207	0
28217	0
22954	1
100281	1
27156	0
50430	0
21305	2
3079	12
33703	1
41243	1
35137	1
1737	1
2289	34
60212	16
34026	5
18538	12
4856	1
65941	1
103927	1
69520	1
95061	12
9384	208
100146	1
113300	12
29721	3
204	1
28682	2
119967	1
1811	16
28886	1
46256	1
17278	1
64671	16
19119	0
73752	1
122970	27
69630	1
77830	0
45341	9
13299	5
4662	77
118744	1
904	302
72208	3
63309	1
947	3
60743	23
1195	4
65160	1
26069	2
75435	1
29422	17
5169	1
122719	0
56466	8
13419	32
67552	11
96412	0
65618	1
54647	1
96579	3
63260	27
1067	0
127183	1
2298	101
115733	2
3364	23
32217	10
18231	16
645	5
52833	2
6457	3
123083	7
51167	48
81474	1
8328	1
48834	0
5467	1
55493	1
7935	5
14508	4
39918	19
123203	1
4171	26
94133	1
75733	1
123248	2
71851	2
67258	1
63386	3
54066	1
85434	1
44802	26
3304	3
122672	1
92807	48
70620	4
3123	1
107019	1
29494	25
1525	2
49889	2
74008	6
40031	5
104164	0
28021	1
94589	0
18830	8
33566	0
30276	1
109956	1
49265	2
61997	1
4953	3
92815	2
59095	0
19318	0
27526	0
127535	1
58434	2
104200	1
16087	1
130577	1
66538	2
14826	1
28259	1
29228	5
1262	93
6243	74
4779	67
90909	1
76074	1
18724	1
12174	1
26752	9
4445	4
18320	1
22044	15
9467	5
108066	1
12112	27
3072	1
69094	1
105231	1
6683	14
46153	1
17678	2
95686	1
29735	22
9897	0
79758	0
115627	0
28071	1
81180	1
649	22
27566	1
102171	1
117	0
3458	27
5431	1
62673	1
2641	10
94377	0
56773	1
115882	1
51158	15
98148	1
3373	93
11892	1
22238	12
61236	1
4663	39
117365	0
94170	1
103208	27
28441	6
17692	40
67888	1
72378	1
67638	1
18350	0
113197	1
48339	1
76680	0
100596	2
5896	1
30819	1
110331	0
24934	0
87820	1
13313	0
115727	2
39006	3
2927	23
81183	1
24430	6
24680	3
17729	1
1219	1
2162	3
83999	4
70	1
82133	0
38932	0
39986	13
21574	1
64589	2
91605	0
4693	1
10941	4
6327	1
23683	10
106233	1
2817	2
42132	4
74733	2
71295	4
16854	67
2169	1
9306	5
4620	60
33565	1
44090	13
121215	0
41192	1
28485	2
51713	1
82369	4
20457	2
32219	6
51877	0
37810	9
115271	1
63966	1
44856	1
21588	5
76338	2
49305	0
24529	109
3996	24
42254	6
56244	2
29345	4
44381	0
25226	0
6710	2
81512	1
70999	5
117005	0
124470	0
62754	4
74382	1
116893	0
3383	33
21252	1
84148	1
42287	1
83374	1
98956	1
17622	1
69383	1
112143	1
38875	2
36804	2
7260	0
3345	51
3082	1
13869	7
22231	1
73195	5
2801	1
81669	0
96075	3
23996	38
82355	2
89817	0
2284	56
102728	2
84867	1
34708	7
18147	44
1381	2
97903	0
20188	10
51024	0
108443	3
42085	1
23573	4
52891	2
36625	0
84518	3
59187	1
16074	5
5131	1
6229	27
42956	1
125074	0
18040	1
112545	1
2014	29
121502	1
130014	0
83117	1
3089	173
24723	5
4524	1
50458	4
117773	1
128491	0
19248	0
115281	0
120641	1
35417	5
17451	1
70144	4
108462	11
21736	8
9433	1
29290	2
162	4
18274	1
6602	1
93632	2
6463	35
59041	1
201	7
26478	1
77039	1
4637	3
9326	10
6212	1
116754	0
28860	39
101992	1
3960	0
13244	5
7132	0
80886	1
6581	9
28792	4
3228	169
72370	1
67071	1
51019	0
28086	190
68458	1
9626	0
2483	4
91360	1
81328	4
35890	0
45272	1
9807	1
59477	1
119868	0
14976	5
81033	1
341	3
129635	0
72794	1
60008	2
97260	1
61104	5
20529	1
55472	15
6638	5
24719	6
6480	13
17903	0
84343	1
318	7
92166	0
97145	1
105117	1
91878	1
92256	0
106178	1
76430	4
29963	1
483	144
494	1
72110	5
40040	16
40425	2
63092	1
9694	1
36389	19
49793	0
76752	0
5769	99
641	1
75069	1
68674	6
20359	0
119012	1
66111	0
70974	1
3645	3
3292	13
55854	2
33630	0
5210	2
70716	1
2373	2
56303	0
79742	0
77602	2
13608	8
117051	1
3435	7
52304	4
5175	25
68528	0
26574	3
111657	1
104552	1
69789	1
125278	1
116569	5
36979	5
26148	1
54268	0
6358	1
60055	24
3782	8
32473	2
24458	33
6258	0
3343	360
6888	11
39013	0
79150	1
50741	0
53632	99
54502	1
1710	45
90337	1
98104	1
9484	1
72403	1
64966	22
6336	3
47689	1
109959	0
25718	13
7084	29
2843	1
61021	3
49434	1
41	50
4558	86
119933	1
38064	6
2873	5
9364	130
5952	1
48759	112
77159	1
99531	1
2488	1
49687	0
2426	1
69692	2
94280	2
39623	39
17953	2
49224	0
67355	8
77644	0
279	24
120632	2
418	1
24194	0
5374	1
61744	5
53008	0
392	3
2623	16
7030	1
73302	0
91376	1
5228	84
97380	1
4095	4
88990	1
5270	1
80076	1
10212	1
29305	1
106261	0
98935	1
4330	0
3941	6
119842	1
55816	22
5544	39
106175	3
28282	1
573	5
71701	1
3355	1
82554	3
126991	1
93127	0
4573	1
75845	2
91769	1
42381	1
128157	4
1307	66
27293	0
38063	8
96881	1
346	8
71836	2
4571	1
32881	3
3097	1
29303	0
111187	1
30646	1
10636	1
20779	5
1848	7
10670	5
41242	3
32658	1
5216	86
109388	1
126303	1
6585	1
92459	0
92902	0
41570	3
28648	3
90619	1
45126	2
4038	2
2677	332
58637	0
35726	1
117755	3
90736	1
69519	1
86504	2
36311	1
491	48
29417	0
79410	0
63362	0
45576	8
87612	1
18929	28
48361	4
82351	1
84380	0
63685	5
107388	8
25049	59
115004	1
4459	27
99295	0
11830	63
6416	1
38111	11
22569	0
4522	9
98416	1
101901	1
49489	1
2143	19
2358	380
40211	2
17044	79
30506	1
1260	1
117085	1
67784	0
79720	3
66815	1
4877	1
34751	1
42346	4
890	2
29835	12
100506	0
77370	2
63114	4
42534	1
9937	24
109123	1
38650	3
3246	49
2075	4
1397	385
4535	40
14359	5
117667	0
70237	2
2647	3
999	58
22965	0
72220	2
831	174
80080	0
101282	13
40663	0
83132	1
603	12
3844	86
29359	12
3634	0
130334	28
44821	53
584	120
45369	1
105309	1
2287	308
32825	1
60727	15
3495	1
1488	319
41896	9
4389	153
106342	1
4467	29
99974	1
2869	1
79	260
22070	63
46642	20
23327	1
8566	75
9715	2
106125	0
46712	3
60159	2
102766	2
86914	1
1986	5
10786	1
30396	2
49831	3
83689	0
20109	7
557	1
3985	1
12637	1
60233	2
128294	0
37078	1
4828	1
14418	13
43872	0
4771	145
87661	1
22738	1
28006	1
3517	0
1747	1
83128	1
18553	2
16146	3
29394	39
24578	15
39774	1
41515	0
39684	1
64038	1
31516	1
63960	1
11932	9
5735	4
88318	3
3295	1
46745	3
149	1
84377	1
114674	1
14516	6
2059	2
20163	1
6334	9
103204	2
131174	0
86004	1
101474	1
93326	1
77529	1
31	109
30622	0
80678	1
5608	2
6515	1
47740	5
71448	0
50527	10
29263	18
1526	1
4888	1
26420	2
60432	12
52535	0
114	1
81884	0
21910	18
82047	1
53200	0
66743	0
65434	2
115269	7
98068	0
69389	1
1135	1
101606	2
58414	11
17163	24
2876	21
1121	75
21470	4
129749	3
23459	1
30346	8
6538	1
34165	1
10728	22
112129	0
76652	1
345	121
96807	1
20540	2
45684	1
6885	2
98609	1
66509	0
26029	1
16397	1
22714	0
67383	15
352	207
24480	26
124417	0
62898	1
24170	1
6037	0
28210	1
129229	0
28765	1
32563	2
26391	0
75746	1
28549	1
1877	0
95349	0
313	124
17396	155
121365	4
32620	1
58557	2
29086	0
107409	1
12540	4
94119	11
15820	4
18442	18
6826	56
6486	1
6963	1
24674	4
89663	1
2403	67
5958	4
19886	13
98801	0
60076	51
78012	1
107658	0
4814	1
130761	0
44414	0
1079	41
2214	3
62013	0
28232	8
122448	6
71148	6
40804	1
21535	1
90374	1
5245	35
98109	1
12186	1
123474	5
103792	2
2738	383
9090	25
34436	0
16372	9
79913	0
62494	0
74919	0
44427	32
185	6
53925	1
97016	2
83470	3
83766	1
1806	1
127940	3
32415	5
124717	1
60158	1
56256	1
72429	1
29281	0
67037	0
36005	1
3351	6
46630	1
15368	0
129878	1
1940	1
27484	0
105671	0
123090	1
30517	53
58473	8
25608	1
58723	2
69388	1
16022	3
9844	1
5945	59
72151	35
3896	14
6329	25
64527	1
76203	2
99513	37
52005	0
4419	12
100762	10
28311	1
56384	1
60437	1
104369	2
79149	2
69081	3
63365	1
111769	1
1873	0
813	6
21902	8
5824	2
69120	2
6277	69
54324	11
24834	2
18602	41
105801	3
2185	177
82458	0
21946	3
11084	1
5275	71
35771	1
26135	1
99387	2
48295	1
3947	1
77063	0
33663	16
69563	3
25300	0
34454	8
16706	12
17518	2
14141	0
76187	0
4079	9
5981	1
3922	4
75559	1
77858	1
92907	1
51274	0
1039	111
77891	3
14086	0
3376	119
12150	9
24489	63
16170	56
65048	1
71512	10
1111	1
51140	2
67154	2
2562	1
102789	3
118576	3
122362	0
41905	4
83969	1
28277	15
119448	0
66654	3
56150	11
120671	0
52175	0
95323	2
25542	4
36653	1
32986	0
102261	1
12004	53
59772	0
60590	1
674	75
19053	1
19067	4
100571	9
6059	5
4819	19
40992	0
39474	0
51086	0
28686	1
75873	3
54226	1
33285	4
115299	0
23644	0
7944	0
77415	1
5730	337
2485	4
99993	4
3776	0
104226	1
113060	1
102389	3
67593	2
131646	1
84302	1
101860	0
67669	4
114076	53
64164	65
102980	2
45280	1
32380	0
23576	9
9318	68
26315	11
65877	1
3571	1
1146	22
68695	1
126402	1
101159	1
118341	0
31609	1
29252	0
15450	3
120811	1
70816	1
62861	0
1524	1
1258	1
29283	0
55257	1
113037	1
3051	2
106422	2
18468	1
101951	1
48978	7
22084	3
81988	3
95883	0
6095	1
11695	70
41097	0
2429	64
6819	4
80786	1
86470	0
130889	0
4597	4
11954	5
78543	0
20727	5
28558	11
55065	1
44798	11
1803	3
7879	1
62628	1
23114	7
121827	0
120153	6
3562	1
17907	0
54996	2
27668	1
14321	3
9736	4
5318	1
32777	1
88955	1
74643	0
90166	4
93424	1
83319	1
50	156
87667	1
29565	1
15476	2
37915	3
25519	11
97980	1
30921	0
43710	1
5741	17
80339	1
99526	1
5105	78
11739	80
33946	1
46464	1
33339	1
112865	0
3374	39
46516	3
121124	1
99863	0
104148	1
10628	0
875	0
16666	2
47434	0
5532	7
4084	1
2254	119
44330	1
68731	1
471	4
44635	0
101400	1
60618	1
114498	1
27421	2
2621	102
1579	1
111274	0
27026	11
15876	0
55940	1
4325	1
76895	1
1086	9
102696	1
92070	1
10566	3
14812	2
110383	1
94434	1
6543	1
97885	0
127807	1
92258	1
6004	3
96524	1
11652	39
52076	1
6190	1
2324	14
47357	1
56127	1
111609	2
62873	2
3067	70
3415	2
45177	0
6901	6
77746	1
15725	1
52493	0
78815	0
96860	0
25110	2
103612	1
101503	1
19140	0
62294	9
28111	1
69326	1
114303	1
4836	1
101553	1
1840	1
1494	204
1166	87
63611	0
90292	1
26704	1
350	109
34990	2
55020	4
7094	2
1289	304
42357	1
28565	1
65483	1
7570	2
18527	1
4643	53
3467	1
37085	10
36682	1
95130	3
36921	0
6932	2
118000	2
24351	1
56138	11
71423	2
5674	39
1509	113
58445	5
1663	8
19698	15
6216	3
4873	7
115510	0
11984	1
1500	26
58741	31
25111	0
34889	7
14923	4
62020	1
78085	1
47739	4
83838	1
106244	1
50368	0
58515	1
85919	1
121237	0
3536	0
68819	1
18364	1
70916	2
13171	1
70833	1
6403	3
3418	33
118158	1
53965	3
1127	168
63192	1
73202	1
7022	1
30769	1
80626	1
5806	2
5701	3
22390	0
773	9
5183	1
52391	0
1652	300
9943	3
17188	1
68646	1
5849	2
105948	1
78885	0
41143	1
2848	7
80225	1
945	0
1037	333
23123	0
84202	1
123425	0
114341	2
69951	1
6382	8
29031	54
129868	1
1449	77
2231	1
7116	1
45878	1
232	1
28455	1
39165	4
92247	0
35983	1
42007	0
56162	71
5576	1
39300	1
110054	2
9092	1
34237	0
104797	1
30101	9
110916	1
89895	1
102164	1
39100	1
98977	2
107523	0
74655	1
98795	10
56630	2
92909	0
61684	11
2	1
111588	1
41212	3
32575	1
16651	1
28997	1
37037	1
3651	30
478	2
1724	2
77994	2
63743	1
38541	45
39135	0
80414	3
862	1
2915	2
4303	6
68139	1
2246	8
60299	0
28713	2
3544	1
34965	0
72211	3
1555	2
6070	1
54419	0
104515	1
28353	4
99209	9
13822	14
77238	87
65834	1
119908	0
29234	5
107420	5
42811	0
59394	1
22997	3
45343	2
92772	0
86480	0
96297	1
114855	4
40752	1
123421	0
2778	7
28495	4
10955	1
67053	1
9587	1
52508	4
5234	2
122336	0
199	18
1589	1
5106	27
4044	12
35923	17
44260	1
4545	3
3599	1
51739	4
1633	1
15835	1
16437	1
28807	1
77133	1
84747	0
11139	5
100669	6
81861	1
114378	2
15550	4
92276	0
111589	1
30257	0
2790	147
64975	7
105881	23
133	12
86454	0
41073	3
583	2
40396	2
35212	1
17319	0
18880	0
23208	0
42900	3
33795	2
53796	3
54979	2
20211	0
5872	5
75695	1
5123	45
75898	1
28355	1
79380	96
54732	1
34981	2
47859	1
23524	3
113532	1
4154	83
28678	1
16180	1
78429	1
88959	1
44143	1
8864	1
47572	1
94594	1
54520	14
96365	1
65446	3
46710	2
3405	23
64958	1
72133	6
5636	1
78132	1
11745	2
9933	1
129767	1
65759	3
83	10
23176	1
67951	1
100711	1
38297	1
81321	1
65856	39
21230	3
3176	492
400	103
6629	5
6848	37
44293	0
2323	0
103705	3
64206	1
32674	1
18570	1
25256	2
44371	2
42058	4
88698	1
44926	1
60442	2
353	1057
32002	1
21455	6
115058	0
68717	0
1669	1
100619	0
12193	2
21894	1
96817	0
88303	0
42789	0
3414	107
2208	4
4210	9
791	159
14412	1
111632	1
78879	1
30399	63
61749	3
27954	127
4916	74
19601	1
28910	8
35644	1
61867	0
647	180
4134	2
92574	0
45526	1
64360	7
108324	0
6189	4
63982	16
4240	1
95538	1
5299	1
15323	2
18636	1
701	11
36301	1
103936	2
96896	0
92852	2
32400	0
26228	0
98905	1
2768	1
124330	4
2062	1
38975	1
28131	0
23998	12
93156	1
131787	0
89945	1
680	38
47972	1
91576	0
122668	10
6097	7
93982	0
77892	1
24541	1
101583	0
122440	2
40949	0
34293	8
3824	1
20688	5
105820	1
6668	6
6738	2
16308	34
68467	1
105574	0
87071	1
54995	1
4319	5
98153	2
47027	0
3689	47
78997	1
97809	1
6452	1
48793	170
8769	1
108218	7
105666	1
15166	1
76109	2
38637	12
41021	0
15253	1
116360	1
1912	2
17483	0
9365	5
4110	1
48089	0
125229	10
104632	3
27205	123
110091	1
99389	1
90630	1
12605	23
33364	1
86508	2
21999	10
92926	0
2661	1
11399	1
34749	8
51663	1
68368	1
25428	1
106185	3
105723	1
71778	13
100054	1
1718	5
5338	1
80165	2
78786	1
29449	1
115107	1
9744	0
4960	1
68673	2
103926	1
81882	0
49419	0
5010	1
108497	3
118084	1
70707	2
166	1
2692	4
28928	0
112847	0
125428	1
123628	1
2314	30
38101	11
121767	0
30209	47
126960	4
13422	0
80660	1
75433	1
89924	1
6188	1
51470	20
27946	1
89440	1
35196	1
12665	1
3456	26
6474	11
36892	1
126874	1
36729	0
2384	0
4817	16
68174	2
112556	1
66597	1
95665	2
130153	0
69565	1
81895	0
94380	3
16793	1
105591	1
124688	1
117568	1
29286	12
112763	2
17977	1
250	4
6396	8
127377	1
18417	2
1263	42
94627	1
74876	2
5418	0
82404	1
84068	2
4305	3
127016	1
677	260
36973	1
59466	1
32445	2
63864	1
71775	3
42992	0
2551	1
29430	0
55621	1
42121	1
3584	1
29493	2
54959	1
11210	1
1682	410
5722	1
4763	1
31896	0
63325	2
89298	1
122792	2
117747	1
4332	3
109540	1
44308	0
73549	1
52842	2
35586	15
13029	1
14531	45
77464	0
29173	37
73320	1
106814	26
58663	14
17863	1
6554	0
92169	5
124064	1
20134	1
68327	2
97616	1
6643	32
113937	8
10646	4
63339	3
217	79
104506	1
76676	0
1852	0
2000	4
45636	0
3518	0
58320	0
68993	1
5110	8
114371	3
30851	1
76159	1
5761	25
86969	1
28143	11
2917	4
69283	4
117426	1
9898	1
1065	1
86	3
87790	1
8416	4
812	161
70251	5
86048	1
68841	1
25501	1
86071	4
119195	2
5078	61
38198	3
59047	0
14624	2
994	1
42274	1
33343	1
14518	55
14916	0
47801	2
28690	0
2884	3
14732	2
89252	1
49415	1
75647	1
43943	1
72907	1
78665	1
40549	35
69404	1
62359	4
28514	3
44017	4
56509	1
43858	1
69514	1
18391	1
101100	3
48495	1
2521	2
108107	12
72638	1
1068	1
4504	1
80874	4
82386	8
118275	2
61402	2
125807	1
1879	6
29099	5
122253	1
12292	3
59389	0
5586	0
78467	0
39159	0
100776	2
88724	1
23496	3
526	45
122613	2
37062	5
5601	1
6546	1
72860	0
128049	3
29611	0
78363	0
104009	2
43917	2
5460	56
2650	15
41528	0
1945	390
42360	1
106736	0
78877	0
70454	1
128870	1
12865	2
29214	4
15922	17
64003	9
50009	2
1103	3
72911	1
2653	7
1585	1
6268	5
62723	3
681	1
108419	1
79270	7
62400	11
16583	3
20544	0
103554	1
432	1
9746	1
34733	7
103	1
14134	1
14666	1
46433	4
17947	8
119612	0
8957	43
4992	93
2173	4
4180	10
12612	64
41010	31
28180	5
2034	105
4940	126
59737	0
44204	0
71132	1
68907	1
99051	5
3893	61
5994	0
3350	1
12170	2
110778	2
27094	2
15015	3
41392	1
38847	1
1152	82
56404	2
103922	14
4715	102
4898	32
1946	156
76143	2
9278	3
115311	1
59263	0
64584	4
36615	10
36192	0
98278	0
5960	29
41741	11
5808	18
23845	0
46638	1
10089	3
28516	1
19721	1
8933	1
3071	0
11020	10
423	78
31790	131
55894	0
21380	29
20829	29
104913	1
2352	1
4357	101
8953	258
83965	0
758	28
73293	14
40770	1
27664	0
54094	2
97919	1
4307	3
83386	1
10512	1
3039	1
4717	1
3839	62
10938	274
3702	5
32394	1
124600	1
5704	1
5757	7
55522	2
11361	1
23484	1
3265	1
28589	1
65525	16
21616	26
51221	3
6799	120
90867	0
53390	20
8585	14
38548	1
24077	0
1325	181
6315	2
18141	4
375	1
25334	2
304	17
128719	1
111487	1
34973	1
71107	2
102413	0
30621	0
20628	18
35785	0
2615	6
113777	1
39322	1
16705	2
124798	1
64743	26
1911	8
38370	0
101010	2
117425	4
22725	1
75909	1
5109	2
4563	91
65228	1
51764	2
32117	0
70822	3
104785	1
119918	21
29244	25
5097	1
15886	0
66171	0
120234	0
3233	110
4977	1
85093	2
116946	1
58531	1
71063	1
17021	0
51236	2
39734	2
24715	13
5720	13
5369	0
28214	0
22822	28
93211	2
83986	1
74790	1
25738	1
3148	67
53616	0
108460	1
4327	0
83376	4
5101	3
8672	1
3306	0
6897	5
118	10
60856	10
16493	2
12472	1
117721	2
4337	91
3380	323
52374	2
3796	1
19312	0
12838	1
12358	2
3585	38
29058	54
62420	1
118604	2
13277	2
28809	1
49471	0
43338	3
1662	2
48961	1
4486	43
2235	1
69985	1
78395	1
37751	0
63029	10
68509	2
65802	8
11675	52
56158	3
3367	10
71513	10
59	10
61449	1
78015	1
71824	1
10030	0
6171	1
16079	37
121445	2
60369	40
92790	1
5688	1
96484	1
43852	16
36139	4
7486	26
6407	2
18282	0
80829	1
62260	1
105451	1
105706	1
86511	1
104561	0
82245	1
55048	0
105763	0
27379	9
103561	1
12632	2
1125	1
16029	16
95968	0
58446	6
127515	1
91135	1
6001	0
31805	0
3551	0
36444	1
4189	2
8910	1
79892	0
197	161
62918	1
59711	6
80865	2
2709	2
96870	1
102425	1
88854	1
29233	1
110454	2
1568	1
24	1
26295	10
103872	1
3215	63
77260	32
5809	5
552	200
36239	0
67363	3
144	2
76638	2
96813	0
43043	1
119822	0
66780	2
108876	0
3428	4
72444	1
18796	0
1905	237
48427	0
46278	6
74272	1
5150	1
24212	1
52673	0
85966	1
3744	1
30223	1
45184	1
61171	1
82568	1
47692	4
81021	0
68077	17
56054	0
319	6
4448	1
96208	5
41729	7
86146	1
46832	12
4799	101
74893	0
119384	1
5650	138
107920	3
6964	2
105096	1
28416	2
69561	6
10083	96
100021	2
71138	1
53434	3
67185	1
34135	0
100981	2
44900	6
89592	2
47118	1
70752	0
1190	19
9570	31
114043	3
31543	26
12439	1
45933	1
108577	1
48600	2
3272	2
5353	0
5671	1
18023	2
108855	1
7900	18
115165	1
65363	1
2223	1
1471	40
87618	1
26298	6
12709	0
47120	1
105104	1
94187	1
45943	16
76914	2
34994	1
14660	7
27177	3
36463	1
77041	2
30266	9
17720	10
88665	1
70262	1
12434	1
100088	9
5028	1
28669	1
5366	0
24177	95
41519	0
6944	1
46626	0
20400	0
69567	1
19978	2
73808	0
1142	19
69977	9
14907	10
71955	5
23560	3
93167	1
110825	1
31441	0
23359	20
104429	2
16995	195
98199	1
60574	1
60165	2
109774	1
41956	6
42176	2
33244	2
5629	2
91572	0
118917	0
54278	1
646	0
4316	0
43272	4
6091	3
50165	0
2978	1
122763	1
69562	1
28320	2
3319	10
5673	45
96500	1
12211	130
14520	52
29466	5
105323	0
67750	0
83646	1
61184	13
46634	3
37008	16
28327	46
4691	1
29000	1
113671	1
35502	0
4890	59
32822	5
83301	1
47358	1
3787	1
41325	2
5054	169
1328	469
44002	1
116072	1
115121	4
82415	0
120396	1
4446	5
14866	1
92771	0
110551	0
41828	3
29903	4
28880	0
22496	1
21370	1
37847	2
22675	2
49978	1
3611	1
42666	0
5091	2
61330	0
48891	3
1117	108
14870	2
55394	0
8710	12
56309	0
23191	7
129583	1
5826	11
24546	34
128565	3
3457	1
11328	7
3977	49
5406	1
105063	1
15716	23
56514	39
6667	3
91441	1
2608	9
62112	0
2596	9
2850	58
93059	0
101174	2
113734	1
11091	1
9964	1
28848	15
4720	1
125	1
114636	8
2813	1
1862	42
18631	1
22443	17
6440	1
45569	1
28491	1
76770	1
39148	1
11832	44
121550	1
123895	1
2274	69
70541	1
45755	14
38116	10
30974	14
40815	1
6989	2
12777	0
53981	5
73087	1
5290	27
4424	13
53192	2
44006	1
1010	1
75718	1
8637	5
72257	12
121814	1
41425	1
13056	31
10061	51
4145	6
98389	0
15200	0
115290	1
79867	0
59496	8
108941	5
50925	1
22069	1
20541	1
15071	4
1188	2
38911	0
65080	1
3259	300
28374	1
68087	13
16395	1
45116	6
98143	1
57223	2
12056	6
61956	1
60190	1
94554	3
100466	2
4800	10
25136	2
118656	1
31542	3
1385	1
5085	1
1145	0
297	1
37655	3
11921	20
45360	1
105350	0
92362	0
6868	22
68423	1
10529	0
28212	4
65349	3
111253	4
5777	101
